tweet_text,followers_count
"@limit___less Probably 😬

I can’t knock anyone for drinking coffee right now though, currently fueled by caffeine with a 2 week old at home! 🤣",2059
"@s7bake So far my coffee exploded on me at 5:15am &amp; one of the guys quit I think, he just kinda walked the fuck out. 

The day is young!",2499
@benholdenpxp @BrittsLyfe Hockey and Coffee.,910
@WonderW97800751 that better be coffee bubbling up or someone is gonna get with a BIG shit stick!,90
Buy More #cheemsinu “one day at a time” best advice from a coffee cup ever. HEHE 🔥🔥🚀🚀🚀 https://t.co/oF2NMrKzWB,369
"I ate some food and made coffee 
2 hours left before launch",515
"@SuperHyperSpaz yeah take that Wednesday ya fucke... wait a minute , it's tuesday Nik???  even I havent drunk so much coffee ive bounced into tomorrow :) https://t.co/YQWEywqqm5",7707
@slice_of_moe Chino probably always smells like soap or coffee,1202
@Tanya_Stevo Oh you are out there with @BettyBunny8 and @kaletherabbit.. its 7:26am here.. mom woke up with minutes to get to work and dad is making coffee.. I am standing in front of the fridge seeing if I sneak in for extra treats.. we are all doing good here. Snowy is sheding yet?,618
@KatieScarlett94 Yes! We should plan a coffee date!,1748
@uki_violeta Grape flavored coffee,2
Five Ways Coffee Can Improve Your Health https://t.co/YSbgqc7hqv via @Digg,12826
Who added a dash of asshole to your coffee this morning 🤦🏼‍♀️,148
"I want Starbucks coffee 🥺 but I have no ride, so if any one wants to send me a lil something I’d really appreciate it 💕

https://t.co/RZk9Gnzxwf https://t.co/nhgvI4EjQW",1017
"Rainy days call for hot coffee, candles, a little cleaning, a little ganja, and some time spent touching myself.",26
@MelCLiu Good luck. Sometimes I can trick my body into thinking hot water is coffee ... aka fulfilling my destiny as an old Asian man.,673
@Jayecane Pls buy me coffee sir i need to study tonight,26
"@itmekaralee No problem with that, at this point coffee makers are fool proof, go to any gas station or convenience store and the coffee is good for around a buck",26
@lovejulieacafe We want more tales about your mom with coffee,1675
Is there anything worse than waiting in line at the Dunkin drive thru for your iced coffee with unsweetened hazelnut flavoring for them to give you sweetened hazelnut flavoring instead?,137
@Bang_Garr done bang https://t.co/cytQixJN0A,169
@lioniyonr iced coffee,4775
"Some people have coffee for breakfast,

Some hang it on the wall,

Some will display it on the screens.

collection url: https://t.co/IZDl5ZjNqg

#NFTCommunity   #cleanNFT   #rarible #3DTop https://t.co/SfPpxSIQQu",139
"My new favorite album ""Day Old Cold Coffee"" by Luke Warm Coffee
@GeorgeDunham @gordonkeith @junior_miller",228
"Morning coffee and chill with SilentStrykerX Starts NOW! (minus the coffee, drinking Red Bull this morning!) Lordess should be live in discord with us!
https://t.co/DwBbWRgmnb",28
@iDSangz oh then idk drink coffee 😭,440
"@lpangelrob @MLKendricks Currency Exchange is still there! It's now hosting residencies, including coffee and West African food. https://t.co/QpQHWgV3Le

Doesn't change the fact that the contrast from one side of the park to the other is jarring.",519
"@Captaincoby00 Hahaha fantastic, maybe she can start a #jailconvoy.. Everyone can sit in their cells using their coffee muggs going back &amp; forth on the bars...",78
running on 2 packs of advil and an iced coffee. is this what god intended for his people?,966
@thebuxombella Hot coffee and hot woman!! My favorite combo!!😍😍😍,3473
@uki_violeta Pls tell me u like ur coffee iced 😔🙏,306
"@Irrelevantx_ Hmmmmm
Coffee help alot in our body system so try take it",4
Just spent $15 on a coffee… Jesus be a fence 😤,545
"@gretchen_news Coffee and a campfire, hands down!",89
@Jayecane @toxickiss40 OK  coffee with streaming on that will be great 🎉🎉🎊🎆⚡❤️,212
"@margot559 @DumbLeftyTakes They didn't own anything. Everything they had was provided by the lord on who's land they lived. Their duty was to work to keep their land, home, etc., or they would be punished. 

Not quite slavery, but I wouldn't call that a good argument against free market capitalism.",41
"""An iced coffee and quiet time with myself."" - Selena on how starts her productive day",29139
@yourdemelza iced coffee,4775
Physics: 1cup coffee = 3 gal. pee,639
@itslulubtch Stop acting like you prefer my coffee 😑🤦🏾‍♂️,266
@Jayecane I need a coffee but I'm unable to walk atm because of  knee injury,24
@03f200e coffee date,3150
@Jayecane I drink coffee everyday🥰,58
even better than the first sip of coffee i swear https://t.co/X5twXqpuDl,211
I want some coffee but that just might take me out today if I do. I hate detoxing,615
Having coffee in an anime mug https://t.co/ZrBGKfr4fJ,1370
toilet coffee... extremely distasteful bleh 🤢,27
@uki_violeta coffee in the morning is really the best https://t.co/rcaWn3suR9,4
"The #Destiny2 #WitchQueen Season of the Risen trailer is out.

Without coffee, having just woken up - I recorded my reactions and just a few minutes of breakdown.

Check it out, it's a flawless analysis I bet: https://t.co/rvldfDPFu1 https://t.co/dHa8Z11Ci7",11698
I hope y’all drink coffee through a straw.,478
"Since #slack is down we're working in our 
@stojoco meta office all day by @gather_town! 🎉 

I even walked to the meta kitchen when I walked to my own kitchen to make a coffee lol now that's commitment. https://t.co/BQI38Lgx3v",609
@JoeyDevlin_ Coffee and lift date soon plz,560
"@nkayh Strong black coffee, in my favourite coffee shop is how my Tuesdays going. Hope you is all good smiler. Xx https://t.co/NGS8S5cu1U",1130
The popular neighborhood gathering spot opened in 1999. https://t.co/U7dpJFTpKO,126196
"@Jayecane I'm good Jaye, I got coffee already. Have a great day FAM",126
@uki_violeta pls don't tell me you got your coffee in the toilet,0
"@juliaelman Welcome! Okay so, its going to drop by 50F tomorrow, and our weather is usually not great. buttttt I can give you all the coffee suggestions: Houndstooth, Try Hard, Better Half, are some that are central-ish. If you want some for certain neighborhoods, lmk!",5573
Bsgst1 Coffee : 69a78bd2-f4d5-4423-bc32-e59075d6c103,194
"Sorry Starbucks, them's the rules.
The coffee chain's legal team said Microsoft Outlook crashed as it was emailing the files. A labor board official didn't have much sympathy. #1u  https://t.co/4mi4J27QwW",4321
I actually want some coffee.,334
@iAmFlair519 @BustedOpenRadio @davidlagreca1 @Podswag I think I need to order a busted open coffee cup.,880
@meowgress @Snipevision90 Wiiiiiiiiiiihooooooooo I’m having so much fun looking at this!! So happy for you! I hope you already had your deserved coffee dear! 💜☕️,5667
"@Jayecane A digital coffee will do
:) https://t.co/1QnCA4Yyht",38
@hxnjizuo iced coffee,4775
@Jayecane Coffee butterfly 👌,1341
"If you have the SuperBase Pro always ready in your kitchen, you will then know that you won't miss any morning coffee even if there's a power outage. ☕️

Official Website - https://t.co/MO83vlELrK
Indiegogo - https://t.co/LLuU71BwJY

#Zendure #superbasepro #power #poweroutage https://t.co/qqtPVoJSPT",8517
I had some good coffee for the first time in a long time 🙂,771
the lowkey awkward feeling of running into someone you served coffee to at your barista job earlier that day,68
@Jayecane Love coffee ☕️,30
"you're the coffee that i need in the morning, you're my sunshine in the rain when its pouring",1958
"@uki_violeta Me   🤝   uki
    Coffee",177
"@Justins_Gaming_ I finally got a new(to me) coffee pot after mine stopped working two months ago, so today I am thankful for coffee. ☕️",694
How are people so dumb? The amount of times a day a customer ‘can’t work the coffee machine’ or ‘it’s broken’ and they’ve actually turned it off instead of just pushing the obvious name of the coffee???,167
@Jayecane I love coffee,339
"My parents use k cups, so my freshly ground coffee now seems like manna from caffeine heaven by comparison.",1990
"@Drhr90 @ambliopia @Coffee_House_ @magersandquinn 🥰 thank you, Ron!",1310
"@CalpainEqD Fresh waffles with whipped cream and strawberries.
And coffee. Obviously.",9
"@chzckke i don’t drink coffee, but thank you 4 d suggestion !!",410
"@RebelCherrie Hi Cherrie 🍒 and Good Morning 🌹 here's some coffee and flowers for your day! Have a beautiful day, Cherrie 🍒 🤗💚🏵️🌹👍 https://t.co/k2Uqg5oaPV",121
"@AmandaLarreni Nope, I do",165
"Samantha Wennerstrom's Morning Routine Is All About Prioritizing - Camille Styles

Samantha Wennerstrom's Morning Routine Is All About Prioritizing    Camille Styles

https://t.co/ukIfeC5Reb https://t.co/pHpzXDsTm9",48
Iced coffee and a bleezy .,240
Good morning! He's got more coffee should she need some. https://t.co/SugU84mCCQ,58
@gatitoyquack he looks likes a guy at a office job drinking coffee leaning on the print doing nothing why would u wanna smash that,2128
@normcharlatan He’ll get his cup of coffee but the pitchers will figure him out by seasons end,98
Jacking chic fil a has the best coffee,292
"@eyesof_ender they literally splashed the hot coffee on another girl and that girl got up to beat her ass. i’m just kinda here, i hate this school yo 😭",15
You know it sounds real good right now it  a glaze donut and some coffee,344
"Since I won't be able to recieve or pay on PayPal after March, 7. I will use ""Buy me a coffee"" from now on. After March I will close my Ko-fi account. Thank you for all the support 🥺

Btw. Here is a link for my buy me a coffee page 💖
https://t.co/SZ1nn8yPQ2",419
@ssb19_ No 300mg is 😭😭 that’s how much be in my energy drinks. They say 100mg is about 1 cup of coffee (95mg is the google exact),779
"We totally agree, Dan. Looking forward to collaborating with you this season. Enjoyed the chat, coffee and cake too #heartofargyll #wildaboutargyll https://t.co/Y9hW2cr3vd",390
I SPLIT MY COFFEE ON ME NOOOO,277
"Kids in absolute hysterics when I got in the car with a takeaway espresso.

""Daddy why is your coffee so small?!""

😂😂😂",779
@wiczipedia So agree on that. With morning starts with something better than coffee,1556
@Jayecane Love coffee ♥️♥️♥️,147
my coffee needs an espresso shot today 🥱,432
"Earth’s Survivors Red text on black. Get your Tea, Coffee, Cocoa fix in an official Earth’s Survivors cup and support your favorite book series! #ApocalypticFiction #Survival 
https://t.co/HAsRX3tTJW",152
"Starbucks is unionizing. What if it was just a barista's union, and all coffee baristas joined it",92
I Will Reveal An Undeniable Truth About You Just From Your Coffee Order https://t.co/C8OmFDc8uf,1
"Senate Moves To Establish Council For Tea, Coffee Development https://t.co/wsdTloY4Ii",34738
We’ve now become affiliated with the Rampage Coffee Co. They’re coffee is great! Being a caffeine lover it definitely helps lol get 10% off your order https://t.co/3aLn0144MN or by using code YODADDYZGAMING https://t.co/2C6UC9xViq,2448
"@JLazzy23 I wouldn’t know… but prob something very high in the sky. Like 50th floor and up with dope views. Or a funky coffee shop in Brooklyn or Berlin. Problem is you can’t really talk on phone in coffee. And now that I don’t work for anyone, I talk on phone 50x more.",301
@Jayecane I love coffee🤩❤,18
"@bitiesfess paradise 
zero o'clock 
fly me to my room 
promise 
still with you 
coffee 
i like it pt2 
love maze 
spring day 
butterfly 
just one day 
make it right 
rain 
blue side",163
"@Zee207702 Good Morning Zee 

Working on my 3rd cup of coffee.  Going to be that kind of day. 

Have a fantastic Tuesday! 
💙☕️💙",706
Please don't ever chug coffee,3100
Boy I bet the boomers spilled coffee reading this one 😂 https://t.co/fZqDlmueft,171
@PaineSister Morning coffee,1095
"So science in Norway is half assed but balance ski mindset while balancing others or yellow snowballs. The article is ya dead now so, we are prefer prefer about that we knew but have to say sorry. We do not know that science and take coffee and live laughtery in sin.",68
@Queen_seoy Coffee or tea ✨,204
@Robinsmind CAN I HAVE SOME COFFEE,251
